seed,method,epoch,global_epoch,samples_seen,wall_time_sec,validation_reconstruction_mse
3,HHH,2,32,1600000,291.85648129999936,0.025715738299489022
3,HHH,3,33,1650000,313.3585677000001,0.023788272535800934
3,HHH,4,34,1700000,330.8140429999994,0.02218764053285122
3,HHH,5,35,1750000,345.82739929999934,0.02155047535896301
3,HHH,6,36,1800000,363.9688441999997,0.02103922810256481
3,HHH,7,37,1850000,382.6256678,0.020590502244234084
3,HHH,8,38,1900000,398.35877230000006,0.020127984124422075
3,HHH,9,39,1950000,413.77675050000016,0.019969639125466346
3,HHH,10,40,2000000,432.4901485999999,0.020026569733023643
4,HHH,1,31,1550000,375.6042949999992,0.028872908326983453
4,HHH,2,32,1600000,394.7429854999991,0.023800611475110055
4,HHH,3,33,1650000,417.4258695000008,0.02205114405453205
4,HHH,4,34,1700000,440.8664167000006,0.021006302261352538
4,HHH,5,35,1750000,461.0676514000006,0.020309673601388932
4,HHH,6,36,1800000,483.96818619999976,0.01989198047220707
4,HHH,7,37,1850000,506.2390770000002,0.019163793396949767
4,HHH,8,38,1900000,530.1264773999992,0.01863559168279171
4,HHH,9,39,1950000,557.2814056999996,0.01819391522407532
4,HHH,10,40,2000000,576.1385577000001,0.01783959699869156
0,HHB,1,21,1050000,390.0155313999858,0.012301263378560544
0,HHB,2,22,1100000,417.30838689999655,0.00803917347639799
0,HHB,3,23,1150000,448.0874109000433,0.0066797373093664646
0,HHB,4,24,1200000,475.8044693999691,0.006105913111567498
0,HHB,5,25,1250000,508.13113999995403,0.005652637755125761
0,HHB,6,26,1300000,534.6080791000277,0.005333356016129255
0,HHB,7,27,1350000,566.6708344999934,0.005060141205787658
0,HHB,8,28,1400000,593.6767205999931,0.004844516521692276
0,HHB,9,29,1450000,625.6617859000107,0.004760104448348284
0,HHB,10,30,1500000,652.8529571000254,0.004839954989403486
1,HHB,1,21,1050000,408.4366723001003,0.012908195082843304
1,HHB,2,22,1100000,439.4642643000698,0.009057060135900975
1,HHB,3,23,1150000,469.73087250010576,0.007056365620344877
1,HHB,4,24,1200000,501.87713410006836,0.006527751240134239
1,HHB,5,25,1250000,532.3576923001092,0.00598491465523839
1,HHB,6,26,1300000,563.5792451000307,0.0056937724232673645
1,HHB,7,27,1350000,602.9599582001101,0.005342273893952369
1,HHB,8,28,1400000,634.0534628001042,0.005159528728574514
1,HHB,9,29,1450000,666.0465281000361,0.005070827326923609
1,HHB,10,30,1500000,694.5070460001007,0.005152658250927925
2,HHB,1,21,1050000,378.3528754999861,0.010997390842437744
2,HHB,2,22,1100000,406.7357785999775,0.007733306930959224
2,HHB,3,23,1150000,436.4043267000234,0.0064247981943190095
2,HHB,4,24,1200000,464.8528734999709,0.005788838233053684
2,HHB,5,25,1250000,492.57391689997166,0.005549250447005033
2,HHB,6,26,1300000,520.4959044000134,0.0050481350727379325
2,HHB,7,27,1350000,551.4603047999553,0.004856515645235777
2,HHB,8,28,1400000,580.3806052999571,0.004644262953102589
2,HHB,9,29,1450000,609.1780735000502,0.004616315211355687
2,HHB,10,30,1500000,637.3715765000088,0.0044795592457056044
3,HHB,1,21,1050000,199.38200679999954,0.011982913082838059
3,HHB,2,22,1100000,216.7153000999997,0.00793823557049036
3,HHB,3,23,1150000,233.40535649999947,0.006847906825691461
3,HHB,4,24,1200000,252.27025929999945,0.005861924612522125
3,HHB,5,25,1250000,272.3453636999993,0.005388669890165329
3,HHB,6,26,1300000,288.28067699999974,0.005094703613966704
3,HHB,7,27,1350000,306.4138094,0.004996501054614783
3,HHB,8,28,1400000,325.3973255000001,0.004870626922696829
3,HHB,9,29,1450000,342.7284495999993,0.004634741400182247
3,HHB,10,30,1500000,358.6988916999999,0.0045715510860085485
4,HHB,1,21,1050000,329.68504120000034,0.011836827370524406
4,HHB,2,22,1100000,355.2852911000009,0.008129868419468403
4,HHB,3,23,1150000,378.7538215000004,0.006918737606704235
4,HHB,4,24,1200000,403.90434950000054,0.006420036966353655
4,HHB,5,25,1250000,429.2734883000012,0.005877575337141752
4,HHB,6,26,1300000,453.75947910000104,0.005593167912214994
4,HHB,7,27,1350000,477.30977300000086,0.00536046839132905
4,HHB,8,28,1400000,502.82492470000034,0.005310729523003101
4,HHB,9,29,1450000,527.0194396999996,0.005161790997534991
4,HHB,10,30,1500000,552.8449380000002,0.005131442015618086
0,HBB,1,11,550000,205.97746480000205,0.0094127773553133
0,HBB,2,12,600000,240.50242819997948,0.006182449945062399
0,HBB,3,13,650000,269.6060373999644,0.005092423788458109
0,HBB,4,14,700000,303.68541869998444,0.004471599159389735
0,HBB,5,15,750000,332.14142020000145,0.004095928243547678
0,HBB,6,16,800000,365.38390809996054,0.003997970928251744
0,HBB,7,17,850000,394.37308170006145,0.0037984109058976172
0,HBB,8,18,900000,427.4481898000231,0.0036443292684853077
0,HBB,9,19,950000,457.3519249999663,0.0034731644950807094
0,HBB,10,20,1000000,499.52275410003494,0.0035170723855495454
1,HBB,1,11,550000,209.68835500010755,0.00905634124726057
1,HBB,2,12,600000,242.0856004001107,0.005860412564128638
1,HBB,3,13,650000,269.6594569000881,0.004779822682589293
1,HBB,4,14,700000,302.60822560009547,0.004327630320191384
1,HBB,5,15,750000,337.6366360000102,0.00395830989703536
1,HBB,6,16,800000,373.4170943000354,0.003750298446416855
1,HBB,7,17,850000,404.4064997000387,0.003531895078346133
1,HBB,8,18,900000,439.90353070001584,0.0035499351423233746
1,HBB,9,19,950000,471.3174922000617,0.0033934353340417146
1,HBB,10,20,1000000,506.99570060009137,0.003229859375208616
2,HBB,1,11,550000,199.16484300000593,0.008352318398654461
2,HBB,2,12,600000,230.18892540002707,0.005521802874654531
2,HBB,3,13,650000,262.21098960004747,0.004453681317716837
2,HBB,4,14,700000,293.18490230001044,0.003981431339681148
2,HBB,5,15,750000,323.3383357001003,0.0035727513652294876
2,HBB,6,16,800000,351.98868420009967,0.003456320312991738
2,HBB,7,17,850000,380.4820028000977,0.0033440620597451924
2,HBB,8,18,900000,408.69248760002665,0.003126192882284522
2,HBB,9,19,950000,436.77222959999926,0.0030359037756919863
2,HBB,10,20,1000000,464.4755745000439,0.0029109411485493185
3,HBB,1,11,550000,104.19988199999989,0.008948460778594017
3,HBB,2,12,600000,121.77625029999945,0.005697665707021952
3,HBB,3,13,650000,139.34524019999935,0.004643875448405743
3,HBB,4,14,700000,159.72090929999922,0.004105389284342527
3,HBB,5,15,750000,178.67583259999992,0.0038610754199326037
3,HBB,6,16,800000,195.1392323,0.0035882412504404785
3,HBB,7,17,850000,215.1799521999992,0.0033754049699753525
3,HBB,8,18,900000,235.32689439999922,0.003272354545071721
3,HBB,9,19,950000,251.27793609999935,0.003204858588054776
3,HBB,10,20,1000000,270.4096316999994,0.003078862576559186
4,HBB,1,11,550000,197.51437140000053,0.009416912159323693
4,HBB,2,12,600000,224.65936069999952,0.006454887846857309
4,HBB,3,13,650000,252.29850389999956,0.005563361308723688
4,HBB,4,14,700000,278.83878390000064,0.005181147231161595
4,HBB,5,15,750000,305.9564609000008,0.0049197360388934614
4,HBB,6,16,800000,330.8008246999998,0.004905555114895105
4,HBB,7,17,850000,360.63089460000083,0.004571815174818039
4,HBB,8,18,900000,385.0348604999999,0.004460919657349587
4,HBB,9,19,950000,412.63457729999936,0.00440488209798932
4,HBB,10,20,1000000,437.9455216999995,0.00427039902061224
0,Random,1,1,50000,27.69941890006885,0.025532995522022248
0,Random,2,2,100000,54.51749750005547,0.022386806583404542
0,Random,3,3,150000,79.81694809999317,0.021262464594841005
0,Random,4,4,200000,111.57444790005684,0.020644538620114325
0,Random,5,5,250000,137.51410830009263,0.019960149455070495
0,Random,6,6,300000,166.9222265999997,0.019649717882275583
0,Random,7,7,350000,193.81593709997833,0.019443070968985558
0,Random,8,8,400000,224.05908769997768,0.019159977653622626
0,Random,9,9,450000,251.14320130005945,0.018947699749469755
0,Random,10,10,500000,280.29935710004065,0.018921390721201897
1,Random,1,1,50000,24.48265519994311,0.025330075028538703
1,Random,2,2,100000,48.30290580005385,0.02223904370367527
1,Random,3,3,150000,72.54461119999178,0.020697625651955605
1,Random,4,4,200000,97.20349380001426,0.01991364217400551
1,Random,5,5,250000,121.38547670003027,0.01932080263495445
1,Random,6,6,300000,145.63039489998482,0.019008666509389878
1,Random,7,7,350000,169.5235511000501,0.01872206514775753
1,Random,8,8,400000,197.2603624999756,0.01859668948352337
1,Random,9,9,450000,221.34365309996065,0.01833157207965851
1,Random,10,10,500000,250.63923610001802,0.0182374028891325
2,Random,1,1,50000,21.90157550002914,0.027275339642167093
2,Random,2,2,100000,44.07719520002138,0.02421995262503624
2,Random,3,3,150000,66.51779249997344,0.023017828539013862
2,Random,4,4,200000,89.21760450000875,0.02231480728983879
2,Random,5,5,250000,111.65597319998778,0.021777968031167983
2,Random,6,6,300000,134.28859480004758,0.021448893785476684
2,Random,7,7,350000,156.68855229998007,0.02111375097334385
2,Random,8,8,400000,178.94662870001048,0.020912381824851035
2,Random,9,9,450000,202.63481820002198,0.020729419776797296
2,Random,10,10,500000,225.04427549999673,0.020666882812976836
3,Random,1,1,50000,14.73558200000025,0.03022397607266903
3,Random,2,2,100000,30.62360760000047,0.027283225309848787
3,Random,3,3,150000,43.39405230000011,0.02592488569021225
3,Random,4,4,200000,57.21641540000019,0.025168564677238464
3,Random,5,5,250000,72.31190120000065,0.024730063277482988
3,Random,6,6,300000,90.06633020000027,0.024413410809636115
3,Random,7,7,350000,111.01146380000046,0.02406801469027996
3,Random,8,8,400000,129.91286310000032,0.023909378412365914
3,Random,9,9,450000,150.11878960000013,0.02375619522035122
3,Random,10,10,500000,165.71160350000082,0.0235487949103117
4,Random,1,1,50000,18.22086390000004,0.023362081757187843
4,Random,2,2,100000,38.88812460000008,0.020528833600878715
4,Random,3,3,150000,57.68246530000033,0.01936072478890419
4,Random,4,4,200000,76.2582581000006,0.01884185084104538
4,Random,5,5,250000,97.76830060000066,0.018445687454938887
4,Random,6,6,300000,116.96278800000073,0.018049133172631265
4,Random,7,7,350000,135.5855515000003,0.01787928638458252
4,Random,8,8,400000,156.00797710000006,0.017677706435322762
4,Random,9,9,450000,175.81964300000072,0.017497609269618988
4,Random,10,10,500000,194.54914029999964,0.01739756361246109
0,RBB,1,1,50000,20.487710600000355,0.009138607215881348
0,RBB,2,2,100000,45.344203700000435,0.005957776818424463
0,RBB,3,3,150000,66.88523470000109,0.004914337459951639
0,RBB,4,4,200000,88.27674409999963,0.004580869007855654
0,RBB,5,5,250000,111.36351110000032,0.004006342823058367
0,RBB,6,6,300000,129.82233559999986,0.004035646611452103
0,RBB,7,7,350000,150.3300438999995,0.0036596077248454094
0,RBB,8,8,400000,171.49274549999973,0.0035224774971604348
0,RBB,9,9,450000,189.6573487000005,0.0033920044925063847
0,RBB,10,10,500000,212.08587389999957,0.003505590292811394
1,RBB,1,1,50000,20.27577509999901,0.009566970092058182
1,RBB,2,2,100000,37.55684509999992,0.006137404587864876
1,RBB,3,3,150000,60.599039200000334,0.005051424703001976
1,RBB,4,4,200000,80.94778120000046,0.004441251959651709
1,RBB,5,5,250000,100.74046590000034,0.004160844215750695
1,RBB,6,6,300000,123.97366859999966,0.004041742323338986
1,RBB,7,7,350000,144.50104139999894,0.00372456661015749
1,RBB,8,8,400000,163.72715459999927,0.003913531464338303
1,RBB,9,9,450000,186.30437869999878,0.0035548021592199802
1,RBB,10,10,500000,206.93681040000047,0.0034612912833690643
2,RBB,1,1,50000,20.332937799999854,0.008055448043346404
2,RBB,2,2,100000,39.30283899999995,0.005380231762677431
2,RBB,3,3,150000,62.65132760000051,0.0045166901461780075
2,RBB,4,4,200000,82.93355809999957,0.004044065718352794
2,RBB,5,5,250000,101.99457240000083,0.003692047895491123
2,RBB,6,6,300000,123.36574119999932,0.003477681317180395
2,RBB,7,7,350000,146.95978319999995,0.003246619999408722
2,RBB,8,8,400000,167.08367569999973,0.003114523761346936
2,RBB,9,9,450000,190.83191520000037,0.0031716966677457093
2,RBB,10,10,500000,210.45845609999924,0.0029462443880736828
3,RBB,1,1,50000,16.668998200000715,0.009366917890310288
3,RBB,2,2,100000,39.53262689999974,0.006062300446629525
3,RBB,3,3,150000,59.082381399999576,0.0049490814477205275
3,RBB,4,4,200000,78.85871679999946,0.004415386229753494
3,RBB,5,5,250000,103.5037095000007,0.00398955247849226
3,RBB,6,6,300000,121.9315659999993,0.0038092151127755644
3,RBB,7,7,350000,141.39841759999945,0.00355776773840189
3,RBB,8,8,400000,163.36869370000022,0.0033714450400322677
3,RBB,9,9,450000,182.0418836000008,0.0032910190720111133
3,RBB,10,10,500000,200.71629519999988,0.003181659219786525
4,RBB,1,1,50000,18.597839300000487,0.009353762117028236
4,RBB,2,2,100000,36.97875439999916,0.006641000842303037
4,RBB,3,3,150000,62.29406799999924,0.005619399974495173
4,RBB,4,4,200000,82.40642450000087,0.005179547856748104
4,RBB,5,5,250000,102.7322849000011,0.004870406977832318
4,RBB,6,6,300000,127.90094239999962,0.004570646271854639
4,RBB,7,7,350000,148.85679670000172,0.00440783303976059
4,RBB,8,8,400000,170.8659574000012,0.004587093392014504
4,RBB,9,9,450000,193.98075299999982,0.004395936551690102
4,RBB,10,10,500000,213.54665880000175,0.004165945255756378
0,RRB,1,1,50000,18.5815591999999,0.010943422602117062
0,RRB,2,2,100000,35.461900700000115,0.007386774899065494
0,RRB,3,3,150000,56.83523570000034,0.006243878197669983
0,RRB,4,4,200000,78.18037490000097,0.005807824118435383
0,RRB,5,5,250000,95.84044460000041,0.005247957451641559
0,RRB,6,6,300000,115.95259129999977,0.005128678642213344
0,RRB,7,7,350000,136.47152629999982,0.004914896300435066
0,RRB,8,8,400000,153.55311170000095,0.004878539574891328
0,RRB,9,9,450000,173.72719460000008,0.004577115602046251
0,RRB,10,10,500000,194.55809810000028,0.004503963984549045
1,RRB,1,1,50000,14.851732600000105,0.012282087369263173
1,RRB,2,2,100000,33.22325490000003,0.008273752072453499
1,RRB,3,3,150000,56.18656120000014,0.006806097050756216
1,RRB,4,4,200000,73.6127288000007,0.006291058344393969
1,RRB,5,5,250000,91.59278110000014,0.005834257620573044
1,RRB,6,6,300000,112.35892550000062,0.0055090317875146864
1,RRB,7,7,350000,130.71095849999983,0.005350764586776495
1,RRB,8,8,400000,148.2754832999999,0.005273493944853544
1,RRB,9,9,450000,168.9682697999997,0.005080147454142571
1,RRB,10,10,500000,188.0079781000004,0.005139459346979856
2,RRB,1,1,50000,17.692337500000576,0.010199643464386463
2,RRB,2,2,100000,37.63900500000091,0.006990326684713364
2,RRB,3,3,150000,55.0581015000007,0.006001575669646263
2,RRB,4,4,200000,74.75667220000105,0.005459893882274628
2,RRB,5,5,250000,97.43644120000135,0.005036920165270567
2,RRB,6,6,300000,115.71684430000096,0.004708348938822746
2,RRB,7,7,350000,133.63257560000056,0.004576591742783785
2,RRB,8,8,400000,155.250272700001,0.004447625130414963
2,RRB,9,9,450000,172.97654010000042,0.004331434449553489
2,RRB,10,10,500000,194.29036110000015,0.004257515490800143
3,RRB,1,1,50000,14.177178800000547,0.012417531268298625
3,RRB,2,2,100000,29.642722500000673,0.008469109696149826
3,RRB,3,3,150000,50.103941600000326,0.007065740996599197
3,RRB,4,4,200000,67.90510119999999,0.0064576160371303554
3,RRB,5,5,250000,84.68703110000024,0.006104062077403069
3,RRB,6,6,300000,105.56468199999836,0.005697152198851109
3,RRB,7,7,350000,123.79066430000057,0.0055413178831338885
3,RRB,8,8,400000,140.54140830000142,0.005462847930938005
3,RRB,9,9,450000,160.3384395000012,0.005268263300508261
3,RRB,10,10,500000,179.39964620000137,0.005135104852169752
4,RRB,1,1,50000,20.1182203999997,0.011197066108882428
4,RRB,2,2,100000,38.963415900001564,0.0077746797248721125
4,RRB,3,3,150000,55.87779750000118,0.0065859322562813755
4,RRB,4,4,200000,77.16102010000031,0.005956761129945517
4,RRB,5,5,250000,98.07736690000092,0.0056545113757252696
4,RRB,6,6,300000,114.66570290000163,0.005446856202185154
4,RRB,7,7,350000,132.61425130000134,0.0052290140390396115
4,RRB,8,8,400000,156.69007440000132,0.00511310860440135
4,RRB,9,9,450000,176.20502230000056,0.005035036471486092
4,RRB,10,10,500000,193.13493740000195,0.004922239254415035
